Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S000363;08/01/2020;11:20;CALL. LUCANO / CALL. FENELON;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;01
2020S000363;08/01/2020;11:20;CALL. LUCANO / CALL. FENELON;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;DE 65 A 69 AÑOS;Mujer;01
2020S000365;08/01/2020;11:20;CALL. QUINTANA / CALL. JUAN ALVAREZ MENDIZABAL;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000365;08/01/2020;11:20;CALL. QUINTANA / CALL. JUAN ALVAREZ MENDIZABAL;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peatón;MAYOR DE 74 AÑOS;Mujer;06
2020S000726;08/01/2020;11:15;AVDA. MEMORIA / AVDA. REYES CATOLICOS;-;MONCLOA-ARAVACA;Alcance;Nublado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000726;08/01/2020;11:15;AVDA. MEMORIA / AVDA. REYES CATOLICOS;-;MONCLOA-ARAVACA;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S000425;08/01/2020;9:45;CALL. NAVAS DEL REY;80;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S000425;08/01/2020;9:45;CALL. NAVAS DEL REY;80;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S000358;08/01/2020;8:54;CALL. REAL MADRID;13;CARABANCHEL;Otro;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S000358;08/01/2020;8:54;CALL. REAL MADRID;13;CARABANCHEL;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000358;08/01/2020;8:54;CALL. REAL MADRID;13;CARABANCHEL;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000356;08/01/2020;8:50;CALL. CEA BERMUDEZ;30;CHAMBERÍ;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S000356;08/01/2020;8:50;CALL. CEA BERMUDEZ;30;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S000362;08/01/2020;8:30;CALL. GRAN VIA;61;CENTRO;Colisión frontal;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2020S000362;08/01/2020;8:30;CALL. GRAN VIA;61;CENTRO;Colisión frontal;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000389;08/01/2020;8:15;AUTOV. M-30, PK 3.800 SALIDA RAMON Y CAJAL C-2;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000389;08/01/2020;8:15;AUTOV. M-30, PK 3.800 SALIDA RAMON Y CAJAL C-2;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S000357;08/01/2020;7:50;CALL. ALCALDE LUIS MARICHALAR / CALL. MANUEL MACHADO;-;MORATALAZ;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000371;08/01/2020;7:45;AVDA. SANTA EUGENIA;14;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S000371;08/01/2020;7:45;AVDA. SANTA EUGENIA;14;VILLA DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;DE 18 A 20 AÑOS;Hombre;05
2020S000348;08/01/2020;6:15;ORENSE, Nº 17;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;14
2020S000348;08/01/2020;6:15;ORENSE, Nº 17;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;01
2020S000348;08/01/2020;6:15;ORENSE, Nº 17;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000347;08/01/2020;5:08;CALL. CONVENIO / CALL. SIERRA MADERA;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000347;08/01/2020;5:08;CALL. CONVENIO / CALL. SIERRA MADERA;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000345;08/01/2020;0:10;PASEO. MELANCOLICOS / CALL. ALEJANDRO DUMAS;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000345;08/01/2020;0:10;PASEO. MELANCOLICOS / CALL. ALEJANDRO DUMAS;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S000480;09/01/2020;23:50;CALL. BAMBU;14;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000480;09/01/2020;23:50;CALL. BAMBU;14;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000775;09/01/2020;23:35;CALL. PUENTELARRA / AVDA. SANTA EUGENIA;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2020S000775;09/01/2020;23:35;CALL. PUENTELARRA / AVDA. SANTA EUGENIA;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000511;09/01/2020;22:15;AVDA. JUAN ANTONIO SAMARANCH / CALL. MARIA REICHE;-;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S000511;09/01/2020;22:15;AVDA. JUAN ANTONIO SAMARANCH / CALL. MARIA REICHE;-;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000518;09/01/2020;21:50;CARRETERA DE SAN BLAS A COSLADA M201, FAROLA 20;-;SAN BLAS-CANILLEJAS;Caída;;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000491;09/01/2020;21:50;AUTOV. M-30, KM. 4,600 CARRIL CENTRAL CALZADA EXT.;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S000491;09/01/2020;21:50;AUTOV. M-30, KM. 4,600 CARRIL CENTRAL CALZADA EXT.;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;06
2020S000508;09/01/2020;21:35;A-4  DE ENTRADA PK 5.500;-;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;06
2020S001373;09/01/2020;21:35;CALL. CAMARENA;169;LATINA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2020S001373;09/01/2020;21:35;CALL. CAMARENA;169;LATINA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2020S000479;09/01/2020;21:30;CALL. GRAN VIA;40;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000479;09/01/2020;21:30;CALL. GRAN VIA;40;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S000475;09/01/2020;21:00;CALL. CANTALAPIEDRA;4;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000475;09/01/2020;21:00;CALL. CANTALAPIEDRA;4;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S000521;09/01/2020;20:55;AVDA. CARONDELET;27;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S000521;09/01/2020;20:55;AVDA. CARONDELET;27;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000521;09/01/2020;20:55;AVDA. CARONDELET;27;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DESCONOCIDA;;
2020S000474;09/01/2020;20:30;CALL. CASTELLO;110;SALAMANCA;Otro;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000474;09/01/2020;20:30;CALL. CASTELLO;110;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000471;09/01/2020;19:57;CALL. MAYOR;11;CENTRO;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S000471;09/01/2020;19:57;CALL. MAYOR;11;CENTRO;Colisión fronto-lateral;Despejado;Ciclo;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S000472;09/01/2020;19:29;CALL. MATILDE HERNANDEZ / CALL. ABOLENGO;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2020S000472;09/01/2020;19:29;CALL. MATILDE HERNANDEZ / CALL. ABOLENGO;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Mujer;07
2020S000548;09/01/2020;19:20;CALL. SANTA ADELA;16;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S000548;09/01/2020;19:20;CALL. SANTA ADELA;16;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S000473;09/01/2020;19:00;CALL. PRINCIPE DE VERGARA / CALL. GENERAL ORAA;-;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000473;09/01/2020;19:00;CALL. PRINCIPE DE VERGARA / CALL. GENERAL ORAA;-;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Mujer;06
2020S000469;09/01/2020;19:00;CALL. JOSE MARTINEZ DE VELASCO;3;RETIRO;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000469;09/01/2020;19:00;CALL. JOSE MARTINEZ DE VELASCO;3;RETIRO;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2020S000478;09/01/2020;19:00;CALL. BRAVO MURILLO;145;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S000478;09/01/2020;19:00;CALL. BRAVO MURILLO;145;TETUÁN;Colisión fronto-lateral;Despejado;;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S000517;09/01/2020;18:45;AUTOV. A-3, +00600E;-;MORATALAZ;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S000517;09/01/2020;18:45;AUTOV. A-3, +00600E;-;MORATALAZ;Alcance;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S000761;09/01/2020;18:30;CALL. ARTURO SORIA / CALL. BUESO PINEDA;-;CIUDAD LINEAL;Otro;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S000761;09/01/2020;18:30;CALL. ARTURO SORIA / CALL. BUESO PINEDA;-;CIUDAD LINEAL;Otro;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S000467;09/01/2020;18:25;CALL. GRAN VIA;80;CENTRO;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S000467;09/01/2020;18:25;CALL. GRAN VIA;80;CENTRO;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;MAYOR DE 74 AÑOS;Hombre;
2020S000464;09/01/2020;18:00;CALL. VIA;57;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000464;09/01/2020;18:00;CALL. VIA;57;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000520;09/01/2020;18:00;PLAZA. PERU / AVDA. ALFONSO XIII;-;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;05
2020S000520;09/01/2020;18:00;PLAZA. PERU / AVDA. ALFONSO XIII;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S000524;09/01/2020;17:50;CALL. AGUSTIN DE FOXA;50;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S000466;09/01/2020;17:30;CALL. JULIA GARCIA BOUTAN / CALL. SUECIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;06
2020S000466;09/01/2020;17:30;CALL. JULIA GARCIA BOUTAN / CALL. SUECIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S000767;09/01/2020;17:30;AVDA. PESETA;112;CARABANCHEL;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2020S000767;09/01/2020;17:30;AVDA. PESETA;112;CARABANCHEL;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000767;09/01/2020;17:30;AVDA. PESETA;112;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;
2020S000767;09/01/2020;17:30;AVDA. PESETA;112;CARABANCHEL;Alcance;;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;
2020S000542;09/01/2020;17:17;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;-;ARGANZUELA;Colisión múltiple;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S000542;09/01/2020;17:17;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S000542;09/01/2020;17:17;PASEO. SANTA MARIA DE LA CABEZA / AUTOV. M-30;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000543;09/01/2020;17:05;AVDA. FRANCISCO PI Y MARGALL;110;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2020S000543;09/01/2020;17:05;AVDA. FRANCISCO PI Y MARGALL;110;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2020S000531;09/01/2020;16:35;RONDA. SEGOVIA;52;ARGANZUELA;Choque contra obstáculo fijo;;Autobús;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000531;09/01/2020;16:35;RONDA. SEGOVIA;52;ARGANZUELA;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000450;09/01/2020;16:00;CTRA. VALDEMINGOMEZ;1;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000450;09/01/2020;16:00;CTRA. VALDEMINGOMEZ;1;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000451;09/01/2020;15:55;CALL. LA ADRADA / CALL. LA PUEBLANUEVA;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000451;09/01/2020;15:55;CALL. LA ADRADA / CALL. LA PUEBLANUEVA;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000549;09/01/2020;15:50;AVDA. FRANCISCO PI Y MARGALL;5;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;02
2020S000549;09/01/2020;15:50;AVDA. FRANCISCO PI Y MARGALL;5;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S000453;09/01/2020;15:40;AVDA. ILUSTRACION;0;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2020S000453;09/01/2020;15:40;AVDA. ILUSTRACION;0;FUENCARRAL-EL PARDO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S000453;09/01/2020;15:40;AVDA. ILUSTRACION;0;FUENCARRAL-EL PARDO;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2020S001374;09/01/2020;15:40;AUTOV. A-5 / CALL. DARIO GAZAPO;-;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S001374;09/01/2020;15:40;AUTOV. A-5 / CALL. DARIO GAZAPO;-;LATINA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S000770;09/01/2020;15:00;PLAZA. ALSACIA;1;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2020S000770;09/01/2020;15:00;PLAZA. ALSACIA;1;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S000770;09/01/2020;15:00;PLAZA. ALSACIA;1;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;14
2020S000545;09/01/2020;14:15;CALL. PILARICA / CALL. ANTONIO SALVADOR;-;USERA;Atropello a persona;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000545;09/01/2020;14:15;CALL. PILARICA / CALL. ANTONIO SALVADOR;-;USERA;Atropello a persona;Despejado;Furgoneta;Peatón;DE 6 A 9 AÑOS;Hombre;14
2020S000496;09/01/2020;13:57;AVDA. DEMOCRACIA;62;VICÁLVARO;Atropello a persona;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000496;09/01/2020;13:57;AVDA. DEMOCRACIA;62;VICÁLVARO;Atropello a persona;Despejado;Turismo;Peatón;DE 25 A 29 AÑOS;Mujer;07
2020S000656;09/01/2020;13:55;CALL. EMBAJADORES;130;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S000656;09/01/2020;13:55;CALL. EMBAJADORES;130;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2020S000494;09/01/2020;13:45;CALL. MARROQUINA;70;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;
2020S000494;09/01/2020;13:45;CALL. MARROQUINA;70;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;
2020S000512;09/01/2020;13:40;CALL. CORAZON DE MARIA;11;CHAMARTÍN;Atropello a persona;Despejado;;Conductor;DESCONOCIDA;;
2020S000512;09/01/2020;13:40;CALL. CORAZON DE MARIA;11;CHAMARTÍN;Atropello a persona;Despejado;;Peatón;DE 60 A 64 AÑOS;Mujer;05
2020S000500;09/01/2020;13:15;INTER. AEROPUERTO T-1, T-2, T-3, 0;-;BARAJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S000445;09/01/2020;13:00;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Colisión lateral;Despejado;Ciclomotor;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000445;09/01/2020;13:00;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S001043;09/01/2020;12:50;CALL. ERAS / CALL. ALCOBENDAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001043;09/01/2020;12:50;CALL. ERAS / CALL. ALCOBENDAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;
2020S001043;09/01/2020;12:50;CALL. ERAS / CALL. ALCOBENDAS;-;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000444;09/01/2020;12:36;CMNO. POZO DEL TIO RAIMUNDO / CMNO. HORMIGUERAS;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000444;09/01/2020;12:36;CMNO. POZO DEL TIO RAIMUNDO / CMNO. HORMIGUERAS;-;VILLA DE VALLECAS;Colisión fronto-lateral;;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S000498;09/01/2020;12:35;PASEO. ALBERTO PALACIOS;57;VILLAVERDE;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S000498;09/01/2020;12:35;PASEO. ALBERTO PALACIOS;57;VILLAVERDE;Colisión lateral;Despejado;VMU eléctrico;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S000493;09/01/2020;12:34;CALL. REYES MAGOS / AVDA. NAZARET;-;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S000493;09/01/2020;12:34;CALL. REYES MAGOS / AVDA. NAZARET;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;
2020S000440;09/01/2020;12:25;AVDA. BRUSELAS;72;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;
2020S000440;09/01/2020;12:25;AVDA. BRUSELAS;72;SALAMANCA;Otro;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;
2020S000440;09/01/2020;12:25;AVDA. BRUSELAS;72;SALAMANCA;Otro;Despejado;Camión rígido;Conductor;DESCONOCIDA;;
2020S000497;09/01/2020;12:20;PASEO. EXTREMADURA; 324A;LATINA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S000497;09/01/2020;12:20;PASEO. EXTREMADURA; 324A;LATINA;Alcance;Despejado;Camión rígido;Conductor;DESCONOCIDA;;14
2020S000492;09/01/2020;12:05;RONDA. SUR;239;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000492;09/01/2020;12:05;RONDA. SUR;239;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;MAYOR DE 74 AÑOS;Hombre;01
2020S000446;09/01/2020;12:00;CTRA. VALDEMINGOMEZ;5;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2020S000446;09/01/2020;12:00;CTRA. VALDEMINGOMEZ;5;VILLA DE VALLECAS;Colisión múltiple;Despejado;Camión rígido;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000446;09/01/2020;12:00;CTRA. VALDEMINGOMEZ;5;VILLA DE VALLECAS;Colisión múltiple;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S000506;09/01/2020;11:40;PLAZA. LEGAZPI;7;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S000506;09/01/2020;11:40;PLAZA. LEGAZPI;7;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000506;09/01/2020;11:40;PLAZA. LEGAZPI;7;ARGANZUELA;Alcance;Despejado;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;07
2020S000436;09/01/2020;10:30;CALL. FUENTE CARRANTONA / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Atropello a persona;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000436;09/01/2020;10:30;CALL. FUENTE CARRANTONA / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Atropello a persona;Despejado;Furgoneta;Peatón;DE 60 A 64 AÑOS;Hombre;14
2020S000495;09/01/2020;10:25;PASEO. CASTELLANA;5;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S000495;09/01/2020;10:25;PASEO. CASTELLANA;5;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S000432;09/01/2020;10:00;CALL. FUENTE CARRANTONA / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Mujer;
2020S000432;09/01/2020;10:00;CALL. FUENTE CARRANTONA / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000432;09/01/2020;10:00;CALL. FUENTE CARRANTONA / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Colisión lateral;Despejado;Turismo;Pasajero;DE 45 A 49 AÑOS;Mujer;
2020S000435;09/01/2020;9:40;CALL. SANCHEZ PRECIADO;38;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000430;09/01/2020;9:00;CALL. ALCALA;114;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000430;09/01/2020;9:00;CALL. ALCALA;114;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S000430;09/01/2020;9:00;CALL. ALCALA;114;SALAMANCA;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000799;09/01/2020;8:45;CALL. GOLONDRINA;26;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2020S000799;09/01/2020;8:45;CALL. GOLONDRINA;26;MONCLOA-ARAVACA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S000456;09/01/2020;8:28;AUTOV. M-30, CALZADA 1 PK 20.100;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
