Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S000698;07/01/2020;0:30;AUTOV. A-5, +20000S;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S000698;07/01/2020;0:30;AUTOV. A-5, +20000S;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;01
2020S000698;07/01/2020;0:30;AUTOV. A-5, +20000S;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S000411;08/01/2020;23:30;CALL. NUESTRA SEÑORA DE LA LUZ;116;LATINA;Atropello a persona;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S000411;08/01/2020;23:30;CALL. NUESTRA SEÑORA DE LA LUZ;116;LATINA;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Mujer;03
2020S000412;08/01/2020;23:20;RONDA. SOBRADIEL; 18A;HORTALEZA;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001070;08/01/2020;23:16;TRVA. TRIANA / CALL. SEPULVEDA;-;LATINA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;14
2020S001070;08/01/2020;23:16;TRVA. TRIANA / CALL. SEPULVEDA;-;LATINA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14
2020S001070;08/01/2020;23:16;TRVA. TRIANA / CALL. SEPULVEDA;-;LATINA;Colisión fronto-lateral;Se desconoce;Motocicleta hasta 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S000437;08/01/2020;22:41;AUTOV. M-30, 18RN60;-;LATINA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S000409;08/01/2020;22:00;AVDA. ANDALUCIA;19;USERA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S000409;08/01/2020;22:00;AVDA. ANDALUCIA;19;USERA;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14
2020S000409;08/01/2020;22:00;AVDA. ANDALUCIA;19;USERA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S000455;08/01/2020;21:50;CALL. VILLACARLOS;3;VICÁLVARO;Choque contra obstáculo fijo;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000455;08/01/2020;21:50;CALL. VILLACARLOS;3;VICÁLVARO;Choque contra obstáculo fijo;;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;02
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000414;08/01/2020;21:45;CALL. CAMPO DE LA PALOMA;24;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S000407;08/01/2020;20:58;CALL. CARTAGENA;16;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S000407;08/01/2020;20:58;CALL. CARTAGENA;16;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000407;08/01/2020;20:58;CALL. CARTAGENA;16;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;
2020S000422;08/01/2020;20:25;AUTOV. M-30,  KM 6,300 CALZADA 1 LATERAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S000422;08/01/2020;20:25;AUTOV. M-30,  KM 6,300 CALZADA 1 LATERAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000406;08/01/2020;20:20;CALL. LUIS I;38;VILLA DE VALLECAS;Colisión múltiple;Se desconoce;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;
2020S001074;08/01/2020;20:20;CTRA. BOADILLA DEL MONTE;7;LATINA;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2020S001074;08/01/2020;20:20;CTRA. BOADILLA DEL MONTE;7;LATINA;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S001074;08/01/2020;20:20;CTRA. BOADILLA DEL MONTE;7;LATINA;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;07
2020S001074;08/01/2020;20:20;CTRA. BOADILLA DEL MONTE;7;LATINA;Alcance;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;07
2020S000458;08/01/2020;20:00;CALL. DOCTOR ESPINA;28;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S000458;08/01/2020;20:00;CALL. DOCTOR ESPINA;28;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000536;08/01/2020;20:00;AVDA. VIRGEN DEL CARMEN;86;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000536;08/01/2020;20:00;AVDA. VIRGEN DEL CARMEN;86;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S000403;08/01/2020;19:35;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S000403;08/01/2020;19:35;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;-;CENTRO;Colisión fronto-lateral;Despejado;Ciclomotor;Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S001287;08/01/2020;19:35;AVDA. MANZANARES;48;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Mujer;02
2020S001287;08/01/2020;19:35;AVDA. MANZANARES;48;LATINA;Caída;Despejado;Bicicleta;Peatón;DE 25 A 29 AÑOS;Hombre;14
2020S000399;08/01/2020;19:30;CALL. CANAL DEL BOSFORO;6;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2020S000399;08/01/2020;19:30;CALL. CANAL DEL BOSFORO;6;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000399;08/01/2020;19:30;CALL. CANAL DEL BOSFORO;6;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000399;08/01/2020;19:30;CALL. CANAL DEL BOSFORO;6;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Ciclomotor;Conductor;DESCONOCIDA;;
2020S000433;08/01/2020;19:30;M-30 CALZADA 1ª PK 8.900 CENTRAL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S000433;08/01/2020;19:30;M-30 CALZADA 1ª PK 8.900 CENTRAL;-;RETIRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S000433;08/01/2020;19:30;M-30 CALZADA 1ª PK 8.900 CENTRAL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2020S000457;08/01/2020;19:15;CALL. PICO DE LOS ARTILLEROS;79;MORATALAZ;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000457;08/01/2020;19:15;CALL. PICO DE LOS ARTILLEROS;79;MORATALAZ;Atropello a persona;Despejado;Turismo;Peatón;DE 30 A 34 AÑOS;Mujer;07
2020S000398;08/01/2020;19:15;CALL. VALVERDE;13;CENTRO;Otro;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000398;08/01/2020;19:15;CALL. VALVERDE;13;CENTRO;Otro;Despejado;Turismo;Pasajero;DESCONOCIDA;Hombre;14
2020S000398;08/01/2020;19:15;CALL. VALVERDE;13;CENTRO;Otro;Despejado;Ciclo;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S000420;08/01/2020;19:10;AUTOV. M-30,KM 1,800 CALZADA 2;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S000420;08/01/2020;19:10;AUTOV. M-30,KM 1,800 CALZADA 2;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S000462;08/01/2020;19:05;PLAZA. ALOSNO / AVDA. DEMOCRACIA;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000462;08/01/2020;19:05;PLAZA. ALOSNO / AVDA. DEMOCRACIA;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;
2020S000462;08/01/2020;19:05;PLAZA. ALOSNO / AVDA. DEMOCRACIA;-;VICÁLVARO;Alcance;Despejado;Camión rígido;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000410;08/01/2020;18:55;CALL. CARLOS SOLE;46;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DESCONOCIDA;;
2020S000410;08/01/2020;18:55;CALL. CARLOS SOLE;46;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000410;08/01/2020;18:55;CALL. CARLOS SOLE;46;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000410;08/01/2020;18:55;CALL. CARLOS SOLE;46;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000460;08/01/2020;18:33;CALL. PRINCIPE DE VERGARA / CALL. FRANCISCO SILVELA;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14
2020S000460;08/01/2020;18:33;CALL. PRINCIPE DE VERGARA / CALL. FRANCISCO SILVELA;-;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;05
2020S000527;08/01/2020;18:20;AVDA. MADROÑOS;2;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S000527;08/01/2020;18:20;AVDA. MADROÑOS;2;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14
2020S000527;08/01/2020;18:20;AVDA. MADROÑOS;2;HORTALEZA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000447;08/01/2020;18:07;AVDA. LOGROÑO;305;BARAJAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;02
2020S000447;08/01/2020;18:07;AVDA. LOGROÑO;305;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000396;08/01/2020;17:50;CALL. PUERTO DE POZAZAL;9;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S000396;08/01/2020;17:50;CALL. PUERTO DE POZAZAL;9;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000393;08/01/2020;17:40;PASEO. DELICIAS;150;ARGANZUELA;Atropello a persona;Despejado;Autobus EMT;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000393;08/01/2020;17:40;PASEO. DELICIAS;150;ARGANZUELA;Atropello a persona;Despejado;Autobus EMT;Peatón;DE 65 A 69 AÑOS;Mujer;03
2020S000395;08/01/2020;17:30;CTRA. VILLAVERDE A VALLECAS / CMNO. POZO DEL TIO RAIMUNDO;-;VILLA DE VALLECAS;Colisión lateral;Lluvia débil;Maquinaria de obras;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S000395;08/01/2020;17:30;CTRA. VILLAVERDE A VALLECAS / CMNO. POZO DEL TIO RAIMUNDO;-;VILLA DE VALLECAS;Colisión lateral;Lluvia débil;Maquinaria de obras;Pasajero;DE 45 A 49 AÑOS;Hombre;07
2020S000395;08/01/2020;17:30;CTRA. VILLAVERDE A VALLECAS / CMNO. POZO DEL TIO RAIMUNDO;-;VILLA DE VALLECAS;Colisión lateral;Lluvia débil;Vehículo articulado;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S000395;08/01/2020;17:30;CTRA. VILLAVERDE A VALLECAS / CMNO. POZO DEL TIO RAIMUNDO;-;VILLA DE VALLECAS;Colisión lateral;Lluvia débil;Vehículo articulado;Pasajero;DE 40 A 44 AÑOS;Hombre;14
2020S000448;08/01/2020;17:15;CALL. O'DONNELL;13;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000448;08/01/2020;17:15;CALL. O'DONNELL;13;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2020S000463;08/01/2020;17:10;PASEO. CASTELLANA;140;CHAMARTÍN;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000463;08/01/2020;17:10;PASEO. CASTELLANA;140;CHAMARTÍN;Alcance;;Turismo;Pasajero;DESCONOCIDA;Mujer;
2020S000463;08/01/2020;17:10;PASEO. CASTELLANA;140;CHAMARTÍN;Alcance;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000463;08/01/2020;17:10;PASEO. CASTELLANA;140;CHAMARTÍN;Alcance;;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;
2020S000401;08/01/2020;17:10;CALL. VIA LIMITE / CALL. MAGNOLIAS;-;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;01
2020S000401;08/01/2020;17:10;CALL. VIA LIMITE / CALL. MAGNOLIAS;-;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;01
2020S000401;08/01/2020;17:10;CALL. VIA LIMITE / CALL. MAGNOLIAS;-;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;14
2020S000401;08/01/2020;17:10;CALL. VIA LIMITE / CALL. MAGNOLIAS;-;TETUÁN;Alcance;Despejado;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S000477;08/01/2020;16:50;CALL. VELAYOS;22;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DESCONOCIDA;;
2020S000391;08/01/2020;16:40;AVDA. CIUDAD DE BARCELONA / CALL. ALFONSO XII;-;RETIRO;Colisión fronto-lateral;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S000391;08/01/2020;16:40;AVDA. CIUDAD DE BARCELONA / CALL. ALFONSO XII;-;RETIRO;Colisión fronto-lateral;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000375;08/01/2020;15:50;CALL. PUERTO DEL MONASTERIO / CALL. PUERTO DE PAJARES;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S000375;08/01/2020;15:50;CALL. PUERTO DEL MONASTERIO / CALL. PUERTO DE PAJARES;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;DE 18 A 20 AÑOS;Hombre;06
2020S000386;08/01/2020;15:45;CALL. ALBERTO AGUILERA, SUBTERRÁNEO;-;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S000386;08/01/2020;15:45;CALL. ALBERTO AGUILERA, SUBTERRÁNEO;-;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;07
2020S000381;08/01/2020;15:40;CALL. FANTASIA / AVDA. BUENOS AIRES;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000381;08/01/2020;15:40;CALL. FANTASIA / AVDA. BUENOS AIRES;-;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000394;08/01/2020;15:10;CALL. DOCTOR ESQUERDO / NUDO. O'DONNELL;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000394;08/01/2020;15:10;CALL. DOCTOR ESQUERDO / NUDO. O'DONNELL;-;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;06
2020S000394;08/01/2020;15:10;CALL. DOCTOR ESQUERDO / NUDO. O'DONNELL;-;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Pasajero;DE 35 A 39 AÑOS;Mujer;14
2020S000452;08/01/2020;14:50;AVDA. RAMON Y CAJAL / CALL. NARCISOS;-;CHAMARTÍN;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 15 A 17 AÑOS;Mujer;07
2020S000452;08/01/2020;14:50;AVDA. RAMON Y CAJAL / CALL. NARCISOS;-;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14
2020S000373;08/01/2020;14:40;CALL. JAVIER DE MIGUEL;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Mujer;
2020S000373;08/01/2020;14:40;CALL. JAVIER DE MIGUEL;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;
2020S000373;08/01/2020;14:40;CALL. JAVIER DE MIGUEL;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;
2020S000373;08/01/2020;14:40;CALL. JAVIER DE MIGUEL;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;
2020S000373;08/01/2020;14:40;CALL. JAVIER DE MIGUEL;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S000533;08/01/2020;14:20;METRO. RONDA DE LA COMUNICACION / AVDA. CAMINO DE SANTIAGO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000533;08/01/2020;14:20;METRO. RONDA DE LA COMUNICACION / AVDA. CAMINO DE SANTIAGO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S000438;08/01/2020;14:15;CALL. CAMINO DE LOS VINATEROS;106;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Mujer;
2020S000438;08/01/2020;14:15;CALL. CAMINO DE LOS VINATEROS;106;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S000380;08/01/2020;14:15;CALL. OTOÑO / CALL. JULIO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14
2020S000380;08/01/2020;14:15;CALL. OTOÑO / CALL. JULIO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S000441;08/01/2020;14:10;CALL. BRAILLE;32;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Mujer;
2020S000441;08/01/2020;14:10;CALL. BRAILLE;32;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Ciclomotor;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;07
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;06
2020S000421;08/01/2020;14:00;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S000434;08/01/2020;13:30;CALL. MARQUESADO DE SANTA MARTA;1;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2020S000434;08/01/2020;13:30;CALL. MARQUESADO DE SANTA MARTA;1;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S000713;08/01/2020;13:25;PASEO. FLORIDA;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S000713;08/01/2020;13:25;PASEO. FLORIDA;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;MAYOR DE 74 AÑOS;Mujer;
2020S000713;08/01/2020;13:25;PASEO. FLORIDA;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S000713;08/01/2020;13:25;PASEO. FLORIDA;18;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000372;08/01/2020;13:10;CALL. MAQUEDA;134;LATINA;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S000372;08/01/2020;13:10;CALL. MAQUEDA;134;LATINA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000372;08/01/2020;13:10;CALL. MAQUEDA;134;LATINA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S000704;08/01/2020;13:00;CALL. CABELLERA DE BERENICE / BRANC. CAMINO DE LA ZARZUELA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;14
2020S000704;08/01/2020;13:00;CALL. CABELLERA DE BERENICE / BRANC. CAMINO DE LA ZARZUELA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S000390;08/01/2020;12:37;AUTOV. M-30, PK 31.500 CALZADA 1;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Maquinaria de obras;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S000390;08/01/2020;12:37;AUTOV. M-30, PK 31.500 CALZADA 1;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2020S000390;08/01/2020;12:37;AUTOV. M-30, PK 31.500 CALZADA 1;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S000366;08/01/2020;11:50;AUTOV. M-30, Calzada 2 PK 3,400 ;-;CIUDAD LINEAL;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;04
2020S000366;08/01/2020;11:50;AUTOV. M-30, Calzada 2 PK 3,400 ;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2020S000366;08/01/2020;11:50;AUTOV. M-30, Calzada 2 PK 3,400 ;-;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;07
